    特別勘定の資産,[28],A_Buildings,A_NL_Buildings,A_L_Buildings,E_RC_Buildings,E_RV_Buildings,E_L_Buildings,E_Buildings
    再保険回収額,[29],A_Tangible_Assets_Lease,A_NL_Tangible_Assets_Lease,A_L_Tangible_Assets_Lease,E_RC_Tangible_Assets_Lease,E_RV_Tangible_Assets_Lease,E_L_Tangible_Assets_Lease,E_Tangible_Assets_Lease
        うち、未経過責任に係る保険負債（未経過保険料）,[30],A_Construction_in_Progress,A_NL_Construction_in_Progress,A_L_Construction_in_Progress,E_RC_Construction_in_Progress,E_RV_Construction_in_Progress,E_L_Construction_in_Progress,E_Construction_in_Progress
    その他の再保険債権,[31],A_Other_Tangible_Assets,A_NL_Other_Tangible_Assets,A_L_Other_Tangible_Assets,E_RC_Other_Tangible_Assets,E_RV_Other_Tangible_Assets,E_L_Other_Tangible_Assets,E_Other_Tangible_Assets
    当期税金資産（未収法人税等）,[32],A_Intangible_Assets,A_NL_Intangible_Assets,A_L_Intangible_Assets,E_RC_Intangible_Assets,E_RV_Intangible_Assets,E_L_Intangible_Assets,E_Intangible_Assets
    DTA（繰延税金資産）,[33],A_Soft,A_NL_Soft,A_L_Soft,E_RC_Soft,E_RV_Soft,E_L_Soft,E_Soft
    その他の繰延税金等,[34],A_Goodwill,A_NL_Goodwill,A_L_Goodwill,E_RC_Goodwill,E_RV_Goodwill,E_L_Goodwill,E_Goodwill
    繰延新契約費およびその他の繰延費用（取得事業価値を含む）,[35],A_Intangible_Assets_Lease,A_NL_Intangible_Assets_Lease,A_L_Intangible_Assets_Lease,E_RC_Intangible_Assets_Lease,E_RV_Intangible_Assets_Lease,E_L_Intangible_Assets_Lease,E_Intangible_Assets_Lease
        うち、損害保険,[36],A_Other_Intangible_Assets,A_NL_Other_Intangible_Assets,A_L_Other_Intangible_Assets,E_RC_Other_Intangible_Assets,E_RV_Other_Intangible_Assets,E_L_Other_Intangible_Assets,E_Other_Intangible_Assets
        うち、生命保険,[37],A_Retirement_Ben_Assets,A_NL_Retirement_Ben_Assets,A_L_Retirement_Ben_Assets,E_RC_Retirement_Ben_Assets,E_RV_Retirement_Ben_Assets,E_L_Retirement_Ben_Assets,E_Retirement_Ben_Assets
    その他の非運用資産,[38],A_DTA,A_NL_DTA,A_L_DTA,E_RC_DTA,E_RV_DTA,E_L_DTA,E_DTA
        うち、未収保険料,[39],A_DTA_for_Land_Revaluation,A_NL_DTA_for_Land_Revaluation,A_L_DTA_for_Land_Revaluation,E_RC_DTA_for_Land_Revaluation,,,E_DTA_for_Land_Revaluation
    不動産（自己使用目的）,[40],A_Allowance_for_Deabt,A_NL_Allowance_for_Deabt,A_L_Allowance_for_Deabt,E_RC_Allowance_for_Deabt,E_RV_Allowance_for_Deabt,E_L_Allowance_for_Deabt,E_Allowance_for_Deabt
    のれん,[41],A_Allownace_for_Deabt_Inv,A_NL_Allownace_for_Deabt_Inv,A_L_Allownace_for_Deabt_Inv,E_RC_Allownace_for_Deabt_Inv,E_RV_Allownace_for_Deabt_Inv,E_L_Allownace_for_Deabt_Inv,E_Allownace_for_Deabt_Inv
    無形資産,[42],A_Allownace_for_Inv,A_NL_Allownace_for_Inv,A_L_Allownace_for_Inv,E_RC_Allownace_for_Inv,E_RV_Allownace_for_Inv,E_L_Allownace_for_Inv,E_Allownace_for_Inv
        うち、ソフトウェア以外,[43],A_Other_Assets,A_NL_Other_Assets,A_L_Other_Assets,E_RC_Other_Assets,E_RV_Other_Assets,E_L_Other_Assets,E_Other_Assets
        うち、ソフトウェア,[44],A_Other_Assets_Inv,A_NL_Other_Assets_Inv,A_L_Other_Assets_Inv,E_RC_Other_Assets_Inv,E_RV_Other_Assets_Inv,E_L_Other_Assets_Inv,E_Other_Assets_Inv
    オフバランスのエクスポージャーに関連するオンバランス評価額（市場関連）,[45],A_Saparate_Account_Assets,A_NL_Saparate_Account_Assets,A_L_Saparate_Account_Assets,E_RC_Saparate_Account_Assets,E_RV_Saparate_Account_Assets,E_L_Saparate_Account_Assets,E_Saparate_Account_Assets
    オフバランスのエクスポージャーに関連するオンバランス評価額（非市場関連）,[46],A_ReinsRec,,A_L_ReinsRec,E_RC_ReinsRec,E_RV_ReinsRec,E_L_ReinsRec,E_ReinsRec
